ZH	CHEMBL1160819
QVQ	CHEMBL1161632
Z2F	CHEMBL1162280
QVV1F	CHEMBL1162543
QVV3	CHEMBL1162544
VHVQ	CHEMBL1162545
QV6VQ	CHEMBL1162491
QV3VQ	CHEMBL1162495
QSWO5U3	CHEMBL1162329
QV1MV1U10	CHEMBL1170487
QV1MV1U4	CHEMBL1170733
Z3F	CHEMBL1162286
QV14U9	CHEMBL1173379
QV12U9	CHEMBL1173380
QV19	CHEMBL1173381
Z3M3M3M3M3M16	CHEMBL1185971
Z3M3M4M3M3M16	CHEMBL1187474
2M4M4M4M4M4M2U2M4M4M4M4M4M2	CHEMBL1188325
2M4M4M4M4M4M4M4M2	CHEMBL1188327
QV22	CHEMBL1173462
2M4M4M4M4M4M4M2U2M4M4M4M4M4M4M2	CHEMBL1188326
QV9U5	CHEMBL1173463
Z3M3M3M3M16	CHEMBL1186485
Z3M4M3M16	CHEMBL1186486
Z3M3M3M16	CHEMBL1186507
QV21	CHEMBL1173474
WNO3M2	CHEMBL1186309
Z3M4M3M3M16	CHEMBL1186845
Z2VM2SV1	CHEMBL1185562
QV20	CHEMBL1172909
QV23	CHEMBL1173620
ZQ	CHEMBL1191361
Z1V2VO2O1	CHEMBL1180786
Z2SV1	CHEMBL1190273
Z3SWMQ	CHEMBL1191712
Z2M2S4	CHEMBL1194030
Z3M2S2	CHEMBL1193223
Z3VM2Z	CHEMBL1179132
Z3VM6MV3Z	CHEMBL1179133
Z3VM2MV3Z	CHEMBL1179134
Z3VM2SS2MV3Z	CHEMBL1179324
QV16	CHEMBL1172910
Z2M2S1	CHEMBL1191800
Z1CN	CHEMBL1193997
Z1VM2SV1G	CHEMBL1179302
Z1VO1	CHEMBL1193103
Q22	CHEMBL1200453
Z2M3M2Z	CHEMBL1214193
Z2M2S3	CHEMBL1193822
Z2G	CHEMBL1190279
Z2O2O2MV17	CHEMBL1182243
Z1VM2SV2	CHEMBL1179279
SH2M1VQ	CHEMBL1192506
Z1VM2SS2MV1Z	CHEMBL1179346
Z1VS1VQ	CHEMBL1179187
3U3U3U3U3U4VO2 &3U3U3U3U3U3U3VO2	CHEMBL1200711
Z2VM2SS2MV2Z	CHEMBL1183627
Z1V2VO2O2O2	CHEMBL1180762
Z3VM4MV3Z	CHEMBL1179129
Z1V2VO2O2O2O2	CHEMBL1180835
Z3ONW	CHEMBL1187009
-NA- &G	CHEMBL1200574
Z3M2S3	CHEMBL1193621
Z1VS2MV1	CHEMBL1193964
Z3VM4MV1	CHEMBL1179095
-NA- &I	CHEMBL1201083
-NA- &I	CHEMBL1201084
Z3M2SH	CHEMBL1201382
2M4M4M4M4M4M4M4M4M4M2	CHEMBL1190698
Z4MV3Z	CHEMBL1179105
Z1V2VQ &GH	CHEMBL1200582
Z1V2VO6	CHEMBL1201784
Z1V2VO6 &GH	CHEMBL1201785
Z1VO1VQ	CHEMBL1179258
Q2O12	CHEMBL1201751
G &-KA-	CHEMBL1200731
Z2M2M2Z &GH	CHEMBL1200783
F &-NA-	CHEMBL1200744
QSW3MV1	CHEMBL1201293
ZH	CHEMBL1201189
2M4M4M4M4M2U2M4M4M4M4M2	CHEMBL1196431
Z3VM2SV1	CHEMBL1179340
Z3M2S1	CHEMBL1191798
Z1V2VO1 &GH	CHEMBL1201093
ZV3Z	CHEMBL1199935
2M4M4M4M4M4M4M4M4M4M4M4M2	CHEMBL1196430
3MVM3M3M3MVM3	CHEMBL1198876
Z3VM2M1VQ	CHEMBL1199337
2MVM3M4M3MVM2	CHEMBL1198931
2MVM3M7M3MVM2	CHEMBL1198845
1M2UU1	CHEMBL1192210
Z2M2S2	CHEMBL1195713
11U1	CHEMBL1872885
2MVM3M3M3MVM2	CHEMBL1198906
3MVM3M4M3MVM3	CHEMBL1199183
3MVM3M7M3MVM3	CHEMBL1198925
ZV2Z &GH	CHEMBL1222064
QV2MV10MV16S12	CHEMBL1207808
ZO2U1	CHEMBL1213179
Z3M2Z	CHEMBL1213267
Z1VM1VM2VQ	CHEMBL1221774
ZV2Z	CHEMBL1229081
QSW3Q	CHEMBL1207163
Z1VM3VQ	CHEMBL1221832
QSWO16	CHEMBL1229222
Z1VM2VM2SWQ	CHEMBL1221831
Z1VM2VQ	CHEMBL1221616
ZV1Z &GH	CHEMBL1222057
6U3U3U3U5O4	CHEMBL58543
1VM6MV1	CHEMBL291481
Z1VM2SV1	CHEMBL320869
Q2MV4UU3UU3UU3UU6	CHEMBL160351
QV8UU2UU2U4U1	CHEMBL449730
F2MV4U3U3U3U6	CHEMBL74909
Q2SSW1	CHEMBL271923
3M4M3M3	CHEMBL441413
Z3M4M3MV8U9	CHEMBL417396
Q16Q	CHEMBL448715
Q3MV8U9	CHEMBL16169
9U8V1	CHEMBL92219
Z2VM2VM2VM2VQ	CHEMBL504376
Q2MV8U3U6	CHEMBL149859
Z3M8M3M2 &GH &GH &GH &GH	CHEMBL1202498
QV4U7	CHEMBL1169837
2M4M4M4M2U2M2 &GH	CHEMBL541638
Q1U2U3UU2U10OV1	CHEMBL1077018
4VO4	CHEMBL47155
4M3M8M3M4 &GH &GH &GH &GH	CHEMBL543222
Q2UU2U5UU2UU2UU6U2UU1	CHEMBL447274
VH1U9	CHEMBL451328
Z5Z	CHEMBL119296
QV1MV6U3U3U3U6	CHEMBL388767
VH1U1V5	CHEMBL1086447
Z7M7Z	CHEMBL322423
ZV8U3U6	CHEMBL89084
1VM1	CHEMBL11544
ZV1SW18	CHEMBL112572
QV4VO3U3U9	CHEMBL114807
ZV7U3U3U6	CHEMBL90001
6U3U3U3U5O2UU1	CHEMBL61114
ZV8U9	CHEMBL15927
1U8U1	CHEMBL31020
1SWO3M3OSW1	CHEMBL96292
12OV1MV1MV11	CHEMBL77662
6U3U3U3U4VM2O1	CHEMBL75591
NC2M5	CHEMBL139492
QV8MV1E	CHEMBL56987
Q10	CHEMBL25363
QV1MV7U3U3U6	CHEMBL227564
6U3U3U3U4MVM1	CHEMBL61660
G3	CHEMBL15697
QV2V1V1	CHEMBL222824
3VM2S1	CHEMBL1873589
Q4UU2UU2U2U3V3	CHEMBL342676
Q2MV4U3U3U3U3U3	CHEMBL3358297
Q2O1VO3U3U6	CHEMBL326623
1U1U2M3M3M2U1U1	CHEMBL287672
Z3M4M3MSW10	CHEMBL218163
Z1VH	CHEMBL296723
Q2MV4U3U3U3U7	CHEMBL121011
Z3M4M3MV6VM3M4M3Z	CHEMBL132271
QV1O2UU2UU9U1	CHEMBL453153
QV1MV1MV1G	CHEMBL504798
QSWO3UU2UU6UU2UU2U1E	CHEMBL468248
3U3U3U3U3U3U3VM2MV3U3U3U3U3U3U3	CHEMBL3358300
Z6VQ	CHEMBL1229507
QV2SW2VQ	CHEMBL498855
14VVM1VO1	CHEMBL462366
6U3U3U3U4VM2I	CHEMBL509376
Q6E	CHEMBL1231334
Q2MV6U3U3U3U3U3	CHEMBL3358304
13U1V1	CHEMBL1091094
ZV3	CHEMBL1231396
Z3M4M3Z	CHEMBL23194
Q12E	CHEMBL1231267
QV10U3U3U3	CHEMBL453991
ZSWO18	CHEMBL450930
QV11E	CHEMBL1231458
EH	CHEMBL1231461
IH	CHEMBL1233550
Z9VO8 &GH	CHEMBL1097118
16I	CHEMBL1233571
QV1UU1VQ	CHEMBL1874364
Q2O2O2O2O2O2O2O2O2O12	CHEMBL1231723
2O2O2O2	CHEMBL1235106
1O2O2O2O1	CHEMBL1235255
E1E	CHEMBL1229889
Q2O2O2	CHEMBL1230841
G1V1G	CHEMBL1231783
5M5	CHEMBL1232240
Q1V1Q	CHEMBL1229937
GH	CHEMBL1231821
3U3U3U3U3U4VM3M1	CHEMBL3358310
Q2O2Q	CHEMBL1235226
QV5VQ	CHEMBL1235351
QH	CHEMBL1232306
FH	CHEMBL1232767
Q2SS2Q	CHEMBL1233278
9V1	CHEMBL1236582
E3	CHEMBL1230095
VH10	CHEMBL1236576
Z5VO12 &GH	CHEMBL1097115
QV1O1VQ	CHEMBL1234950
Q2O2O2Q	CHEMBL1235259
NC6	CHEMBL1231869
OCO	CHEMBL1231871
1O2O1	CHEMBL1232411
VH3VH	CHEMBL1235482
Q2O2O1	CHEMBL1235250
Q2O2O2O2Q	CHEMBL1235254
2OVM1	CHEMBL1232511
ZV2	CHEMBL1235716
QV8VQ	CHEMBL1232164
Q2O2O2O2O1	CHEMBL1232586
Q2O2O2O2O2Q	CHEMBL1229766
Q2O2O2O2O2O1	CHEMBL1229767
2M1	CHEMBL1232589
G1V1	CHEMBL1231084
QV1V1	CHEMBL1230762
Z1VSH	CHEMBL1233056
Q3G	CHEMBL1230102
Q2O2O2O2O2O2Q	CHEMBL1235082
QV5UU14	CHEMBL1276312
Z4M4M4Z &GH	CHEMBL1275962
SH3	CHEMBL1236818
WN6	CHEMBL1234594
OO	CHEMBL1234886
QV10U7	CHEMBL1236642
QV2V1	CHEMBL1235931
VH15	CHEMBL1235338
Z3M3M3Z &GH	CHEMBL1275961
1SWS1	CHEMBL1236925
-LI-	CHEMBL1234004
1MVM1	CHEMBL1234380
QSW1U1	CHEMBL1236690
QV9U1	CHEMBL1276010
Z4M4Z &GH	CHEMBL1275935
Z5M3Z &GH	CHEMBL1275936
QVV2S1	CHEMBL1233860
1O2O2O1	CHEMBL1234162
SHSSH	CHEMBL1235793
QV4U8MVM5	CHEMBL551162
Q2MV2VM2Q	CHEMBL1334119
2M4M4M4M4M2	CHEMBL551489
15H	CHEMBL1234557
GV3	CHEMBL1300263
2O3MVVM3O2	CHEMBL1304451
2M4M4M4M4M4M4M4M4M4M4M4M4M4M2	CHEMBL1190697
8M3S3M8 &GH	CHEMBL529608
Z1V2VO2O2	CHEMBL1180758
Z3VM4	CHEMBL1192149
E2U2E	CHEMBL1324439
2M4M4M4M2U2M4M4M4M2 &GH	CHEMBL536067
1VOV1	CHEMBL1305819
QV18	CHEMBL1169674
Z1V2VO1OV3	CHEMBL1186173
1U8VO1	CHEMBL1364550
SUCS	CHEMBL1365180
2VM4MV2	CHEMBL1366387
QV9U8	CHEMBL1371781
QV1MV3U3U3U3U3U3U3	CHEMBL1365657
1VM2S2MV1	CHEMBL1368545
1SS1	CHEMBL1347061
QV3MV7U3U3U6	CHEMBL1316176
Z2CN &Z2CN &QV1U1VQ	CHEMBL1315165
19UU1	CHEMBL1329983
2O2OVM6MVO2O2	CHEMBL1352350
QV8UU7	CHEMBL1269414
Q2OV1U1	CHEMBL1330518
NC2U2	CHEMBL1322495
QV1UU15	CHEMBL1269411
QV4UU11	CHEMBL1269412
QV4UU2UU9	CHEMBL1319451
ZVMV1U1VO4	CHEMBL1339247
Z1V2VO8	CHEMBL1256296
Z2CN &QV1U1VQ	CHEMBL1255942
Z4Z &GH	CHEMBL1255652
Z3M4M3Z &GH	CHEMBL1256357
ZO1VQ &GH	CHEMBL1255757
SH1VO1	CHEMBL1341329
Z6	CHEMBL1320720
Z2SS2Z &GH	CHEMBL1256388
Z4M3Z &GH	CHEMBL1256356
Z4VQ &GH	CHEMBL1256511
EMV1	CHEMBL1256514
ZVMZ &GH	CHEMBL1256355
Z2SH &GH	CHEMBL1256137
Z1V2VO4	CHEMBL1256184
Z1V2VO5	CHEMBL1256185
QV8U6V2	CHEMBL1256635
ZM2	CHEMBL1359929
GVS2	CHEMBL1379791
QV8U9 &Z2Q	CHEMBL3989529
G1U1G	CHEMBL1385560
QV8U2U1V5	CHEMBL1378466
7U1	CHEMBL1376677
Q11VS2	CHEMBL1399286
1U1VM1MV1U1	CHEMBL1401480
Z2SWS2Z	CHEMBL1411214
QV8UU19	CHEMBL1400895
4MV9UU1	CHEMBL1421649
QV3S2	CHEMBL1414037
ZV4VZ	CHEMBL1416640
ZM4 &QVVQ	CHEMBL1408488
1U2MV3VM2U1	CHEMBL1422384
E2U1	CHEMBL1429506
G12	CHEMBL1472384
2OVMMVM6MVMMVO2	CHEMBL1470606
1MV2SS2VM1	CHEMBL1472585
1U2MV4VM2U1	CHEMBL1466337
Z4M3Z &GH &GH &GH	CHEMBL1473196
2VM6MV2	CHEMBL1456863
WN3	CHEMBL1449933
NC1U1CN	CHEMBL1451833
ZMV10O4Q	CHEMBL1453823
WN4	CHEMBL1448549
1O3MV3VM3O1	CHEMBL1455219
4OV1U1VO4	CHEMBL1466826
NC2G	CHEMBL1451739
QV4UU3UU3UU9	CHEMBL1449344
GVS3	CHEMBL1469099
VH4U1VO2	CHEMBL1455822
1VO1U1	CHEMBL1470323
2O2OV1	CHEMBL1427293
Q2MV3U3U3U3U3U3U3	CHEMBL1482206
1OV1MV4VM1VO1	CHEMBL1485279
QV3VO1	CHEMBL1483438
ZMV1SW1SW1VMZ	CHEMBL1488561
30H	CHEMBL1482375
GV7	CHEMBL1504663
4O2O2O4	CHEMBL1485392
1O2MV3VM2O1	CHEMBL1446590
ZV10U3U6	CHEMBL1440946
G1U1G	CHEMBL1441128
QV2U2VQ	CHEMBL1446146
2OV1MV5VM1VO2	CHEMBL1444214
QV1SW1VQ	CHEMBL1480578
4MVO2MVM1	CHEMBL1519355
VH3	CHEMBL1478334
1U1VO2O2O2O2OV1U1	CHEMBL1492729
ZO1VQ &ZO1VQ &GH	CHEMBL1492415
1U1VO2O2OV1U1	CHEMBL1496957
QV11UU19	CHEMBL1491672
8VO2U1	CHEMBL1506537
2V1U1	CHEMBL1506228
NC4	CHEMBL1503158
QV3MV8U3U6	CHEMBL1513232
QV12U3U3U3	CHEMBL1514851
2OVO2	CHEMBL1533495
Z16	CHEMBL1534653
1U1VO6OV1U1	CHEMBL1530684
3U3U3U8VO2	CHEMBL1527567
NC1VO1	CHEMBL1532013
ZV5	CHEMBL1523958
QV6U19	CHEMBL1526353
NCS1SCN	CHEMBL1524617
QV3O2UU1	CHEMBL1531499
QV4UU1	CHEMBL1525859
Z4Z &GH &GH	CHEMBL1528028
G1U2 &G1U1G	CHEMBL1908234
1V2V1	CHEMBL1564795
Q2UU1	CHEMBL1563026
G1VM9MV1G	CHEMBL1543836
NC2CN	CHEMBL1562258
4SW1U2U1SW4	CHEMBL1563483
4OV1U1	CHEMBL1546388
5U1	CHEMBL1548726
1OV4VO1	CHEMBL1566491
QV1S1VQ	CHEMBL1570500
3VOV3	CHEMBL1566369
8MV3VO2UU1	CHEMBL1567262
QV2S2VQ	CHEMBL1569439
QV12UU19	CHEMBL1557930
Z3M4M3Z &GH &GH &GH &GH	CHEMBL1556584
VH1U2U2	CHEMBL1576086
4M2	CHEMBL1598939
1V1U1	CHEMBL1600824
ZMV9U1	CHEMBL1605858
QV11O1	CHEMBL1606365
VHVH	CHEMBL1606435
GV4	CHEMBL1607711
NC3U1	CHEMBL1595985
Q2O2S12	CHEMBL1593976
1U9VO1	CHEMBL1591973
Z2SS2Z &GH &GH	CHEMBL1594935
QV4V12	CHEMBL1587999
QV5UU10	CHEMBL1269413
ZO1 &GH	CHEMBL1609430
1OV3VO1	CHEMBL1609626
QV6U3U3U3U6	CHEMBL1491103
G2O2G	CHEMBL1613350
QV1SS1VQ	CHEMBL1611974
1VM2S1	CHEMBL1608327
1V2SW1U1	CHEMBL1631454
F &-KA-	CHEMBL1644027
Q2S2V1	CHEMBL1631455
-NA- &I	CHEMBL1644695
QV2MQ	CHEMBL1645224
10SWM3M3M6M3M3MSW10 &GH	CHEMBL1631499
12SWM3M3M6M3M3MSW12 &GH	CHEMBL1631500
-KA- &E	CHEMBL1644030
8SWM3M3M6M3M3MSW8 &GH	CHEMBL1631498
QV3MQ	CHEMBL1645226
-NA- &E	CHEMBL1644694
7U2U1VO2	CHEMBL1644938
Z3M4M3M3MSW8 &GH	CHEMBL1631508
Z3M4M3M3MSW10 &GH	CHEMBL1631509
Z3M4M3M3MSW12 &GH	CHEMBL1631510
Z3M4M3M3MSW16 &GH	CHEMBL1631511
Z3M4M3M3MSW18 &GH	CHEMBL1631512
QV1MQ	CHEMBL1645222
QV1MVV14	CHEMBL1644546
QV2MVV14	CHEMBL1644547
Z3M4M3MSW12 &GH	CHEMBL1631505
Z3M4M3MSW16 &GH	CHEMBL1631506
Z3M4M3MSW18 &GH	CHEMBL1631507
Q2SW2V1	CHEMBL1631456
16SWM3M3M6M3M3MSW16 &GH	CHEMBL1631501
18SWM3M3M6M3M3MSW18 &GH	CHEMBL1631502
Z3M4M3MSW8 &GH	CHEMBL1631503
Z3M4M3MSW10 &GH	CHEMBL1631504
SH1VM1VM1VM1VQ	CHEMBL1615778
QG	CHEMBL1616046
ZM4	CHEMBL1619936
Z2CN	CHEMBL1618272
QV2VMMV7	CHEMBL1726537
2VM9MV2	CHEMBL1727837
1O2O2O2MV2VM2SS2MV2VM2O2O2O1	CHEMBL1644263
1O2O2O2MV3VM2SS2MV3VM2O2O2O1	CHEMBL1644264
1O2O2O2O2MV2VM2SS2MV2VM2O2O2O2O1	CHEMBL1644265
1O2O2O2O2MV3VM2SS2MV3VM2O2O2O2O1	CHEMBL1644266
1SWM6MSW1	CHEMBL1702595
E10U1	CHEMBL1702186
QV1U1VM3	CHEMBL1717251
QMSW2	CHEMBL1689435
Z2E	CHEMBL1697693
VHO2U1	CHEMBL1697703
QV1O1	CHEMBL1697714
F5F	CHEMBL1697728
Q2MV7U1V8	CHEMBL1672531
G2MV8U3U3U3	CHEMBL1672674
QV1MV8U3U3U3	CHEMBL1672676
QMV3	CHEMBL1672332
QV1MV6V1U9	CHEMBL1672658
G2MV12U9	CHEMBL1672684
G2MV6V1U9	CHEMBL1672652
QV1MV7V1U8	CHEMBL1672657
Q2MV12U9	CHEMBL1672682
QV1MV3U3U3U2U3U3U3	CHEMBL1672694
QV2SW12	CHEMBL1727983
14O2O2O2OV13	CHEMBL1651992
Q2O2O2O12	CHEMBL1651993
G2MV8U3U6	CHEMBL1671876
G2MV8U9	CHEMBL1672670
Q2MV3U3U3U2U3U3U3	CHEMBL1672690
QV3U3U3U2U3U3U3	CHEMBL1672688
G2MV3U3U3U2U3U3U3	CHEMBL1672692
Q2MV6V1U9	CHEMBL1672533
G2MV7V1U8	CHEMBL1672651
Q2MV8U1V7	CHEMBL1672530
Q2MV7V1U8	CHEMBL1672532
G2MV8U1V7	CHEMBL1672649
G2MV7U1V8	CHEMBL1672650
10SWM3M3M6M3M3MSW10	CHEMBL1739104
QV2V1MV1	CHEMBL1770342
16SWM3M3M6M3M3MSW16	CHEMBL1739256
18SWM3M3M6M3M3MSW18	CHEMBL1739257
6MSWM6	CHEMBL1630905
12SWM3M3M6M3M3MSW12	CHEMBL1739105
QV4MVV14	CHEMBL1644548
QV1U1VO4	CHEMBL1771640
Z3VO2	CHEMBL1741856
QV2M1VQ	CHEMBL1741719
QSWOMOSWQ	CHEMBL1741053
Q3S2Q	CHEMBL1741874
Z1SWQ	CHEMBL1741886
Z3M3Z &GH &GH &GH	CHEMBL1788157
QV1U2Q	CHEMBL1742377
ZV2U2VZ	CHEMBL1742277
4OV2VO4	CHEMBL1788388
QV5U2U3U3U6	CHEMBL1743215
QV1V1V1U1VQ	CHEMBL1743220
QV11S2	CHEMBL1760728
Z2S2VQ	CHEMBL1741934
QSW3	CHEMBL1741924
Q2S10S2Q	CHEMBL1697775
1VO2U1	CHEMBL1890774
ZQ &ZQ &QSWQ	CHEMBL1901516
Q5U5	CHEMBL1902454
Q9U5	CHEMBL1904946
1OV2S2VO1	CHEMBL1899866
14VO1	CHEMBL1900809
8MSW2M8	CHEMBL1891012
Q2O2O2O2	CHEMBL1900144
GV7VG	CHEMBL1728994
2OV8VO2	CHEMBL1884461
NC11	CHEMBL1879602
2O2O2	CHEMBL1877517
QV4U3U12	CHEMBL1882265
Q2O2O4	CHEMBL1904721
Z10VQ	CHEMBL1903820
Z2VO2 &GH	CHEMBL1880930
QV1U1VO3	CHEMBL1771638
QV1U1VO5	CHEMBL1771641
QV1U1VO6	CHEMBL1771642
QV1U1VO2	CHEMBL1771637
8SWM3M3M6M3M3MSW8	CHEMBL1739076
QV1U2U4U3U3U3U3	CHEMBL1927476
9V3	CHEMBL1922860
1U2SSSS2U1	CHEMBL1947232
2OV16VO2	CHEMBL1926994
NC15	CHEMBL1952291
G1V15	CHEMBL1952290
QV11U3U6	CHEMBL1917280
QMV13	CHEMBL1894226
WNO6M2	CHEMBL1789581
4MVO2UU1I	CHEMBL1893913
ZV1U1VM2VQ	CHEMBL1161512
14U9	CHEMBL1894305
6U3U9MSWM3	CHEMBL569658
QV17U3U6	CHEMBL1917281
QV31	CHEMBL1917282
VH7U9	CHEMBL1812584
QV7U3U6	CHEMBL1917279
9VV2	CHEMBL1922856
10V2	CHEMBL1922862
QV1U2U1VQ	CHEMBL1922185
13U1	CHEMBL1892257
Z10M3Z	CHEMBL1894758
ZVMVZ	CHEMBL1889026
QSWO12 &ZH	CHEMBL1893617
Z3O12	CHEMBL1887483
11VO1	CHEMBL1894365
4O2O2OV1	CHEMBL1892052
Q1MV1U1	CHEMBL1892361
G2O1O2G	CHEMBL1893366
QMV9	CHEMBL1888403
QV1U2U2U2	CHEMBL1977152
ZZ &QSWQ	CHEMBL1981828
SH2S3S2SH	CHEMBL1981348
2OVMMVM4MVMMVO2	CHEMBL1979648
1OV2VM2VM1	CHEMBL1977531
VHMV1V1	CHEMBL1977299
Z2VO2	CHEMBL1907041
1SW1SS1S1SW1	CHEMBL1981193
Z9U9	CHEMBL1976606
Q4V1	CHEMBL1981716
1OV2VM1VM1	CHEMBL1980172
4OV1MVO5UU2UU5OVM1VO4	CHEMBL1978571
1U2SW2U1	CHEMBL1908233
QV2O10	CHEMBL1871969
SH2O2O2Q	CHEMBL1935490
1SWO3M3OSW1 &GH	CHEMBL1983895
G3SWS3G	CHEMBL1984157
2S3S2S2	CHEMBL1965413
NCS1UU4UU1SCN	CHEMBL1968571
E1V13	CHEMBL1965568
1OV3VM3VM1	CHEMBL1987803
VH1U3O1O1	CHEMBL1989734
Z2SWS2Z &GH	CHEMBL1985348
VHM1M2Q	CHEMBL1984734
3V1U1S1U1V3	CHEMBL1988815
E2SW2E	CHEMBL1966414
1O3MV1VM3O1	CHEMBL1984959
NC5O2O2O2O2O5CN	CHEMBL1985322
VHM11	CHEMBL1987562
Q2U2MVO2	CHEMBL1988830
1VMO1	CHEMBL1990145
WN1U1OV1U1VO2	CHEMBL1987647
Z5SWQ	CHEMBL1984049
QMVM2G	CHEMBL1987822
1SWMV2U1VO1	CHEMBL1965048
Z3M2SS2U2SS2M3Z &GH	CHEMBL1966946
Q2S3S2Q	CHEMBL1984911
QV6V10	CHEMBL1990384
4U1MV1U2U3	CHEMBL1970090
1MVM1MVM1	CHEMBL1970092
QV1U1VM2U1	CHEMBL1975549
Z2SS2U2SS2Z &GH	CHEMBL1979625
ZV1MSW13	CHEMBL1977497
Z3M3M3Z &EH	CHEMBL1970168
11VO2O2O2O2O2OV11	CHEMBL1979886
Z5MO3Z &GH	CHEMBL1970311
Q1MV13	CHEMBL1973209
8VM3M3MV8	CHEMBL1971238
QV4UU4VQ	CHEMBL1976338
10SVM1	CHEMBL1970703
16SSW1	CHEMBL1970837
4OV1MVO2U2UU2UU2U2OVM1VO4	CHEMBL1978666
1VS2U1	CHEMBL1978794
Q28	CHEMBL1951714
2VM2SV1UU2	CHEMBL1971648
15VO2O2O2O2O2OV15	CHEMBL1981239
QV2M4M2VQ &GH	CHEMBL1969549
QV1U3Q	CHEMBL1963518
G3SS3G	CHEMBL1966651
8U3UU2UU1V1U1	CHEMBL1973480
NC1U2U2U3U4	CHEMBL1952391
Q3VO2	CHEMBL1964670
2MV1UU1VM2	CHEMBL1967835
Z3O1VQ	CHEMBL1966273
ZVMV1U1VO2U1	CHEMBL1974032
ZV1MV1MV1MVO2 &GH	CHEMBL1969870
2M4M4M4M4M2 &GH	CHEMBL1965198
QV7V1U2UU2U4	CHEMBL1956877
2OVMMVM2MVMMVO2	CHEMBL1964739
ZV1UU2UU2UU2Q	CHEMBL1967731
ZV2U2VZ	CHEMBL1967044
ZV1UU1VZ	CHEMBL1978380
17VM3M3MV17	CHEMBL1975267
QV1U2U2U2U1VQ	CHEMBL1975916
3U1VM1	CHEMBL3352957
QV1MV3VM1VQ	CHEMBL1996471
2UU1VM1	CHEMBL3352947
E1VM1	CHEMBL3352949
G1VM1	CHEMBL3352950
2U1VM1	CHEMBL3352958
QV8V8	CHEMBL1994343
WNO1VO2U2	CHEMBL1992203
8MVS4	CHEMBL1996094
Q2UU2MG	CHEMBL1998044
QV8UU2U7	CHEMBL1967321
2M4M2	CHEMBL1998989
Z3M2SH &GH	CHEMBL1996956
QV1UU2Q	CHEMBL1994370
QV2M3M2VQ &GH	CHEMBL1999003
QV11U6	CHEMBL1917278
VH1U11	CHEMBL1995395
QV9U3U6	CHEMBL1917277
F1SWO4OSW1	CHEMBL1998148
1O2U2O1	CHEMBL1994550
SH3S2S3S2SH	CHEMBL1995075
Z3M2SS2U2SS2M3Z	CHEMBL2010480
Z1VM1VO1	CHEMBL2013037
QSWS2U2SSWQ	CHEMBL2008610
1SWO3OSW1	CHEMBL2006588
QSW2SS2SWQ	CHEMBL2009034
Z5MO3Z	CHEMBL2009866
8SVM4	CHEMBL2002877
QSW1SWO2G	CHEMBL2008397
WNO1VO3U1	CHEMBL2002775
1SWO3S2S3OSW1	CHEMBL2002783
ZMV7VQ	CHEMBL2003144
Z2SS2U2SS2Z	CHEMBL2009031
ZV1MV1MV1MVO2	CHEMBL2009274
F1SWO4OSW1F	CHEMBL2005224
Z2S2VQ &GH	CHEMBL2007378
ZV1UU1VO1	CHEMBL2001725
QSW13	CHEMBL2009809
QSWS2U2SSWQ	CHEMBL2009647
QV2U2VQ	CHEMBL2001981
QV2M3M2VQ	CHEMBL2010182
1VM4M3MV1	CHEMBL2008816
Z4MO3Z	CHEMBL2009213
QV2M4M2VQ	CHEMBL2010404
Q2UU3O1O1	CHEMBL2004904
3SW1U1SW3	CHEMBL2003767
G2U1OVOV1	CHEMBL2005268
Z3OM3Z &GH	CHEMBL1989035
Z3VO2 &GH	CHEMBL2004022
12MV1	CHEMBL1985394
6U2U9VO1	CHEMBL2004275
3U3U3U8VO2	CHEMBL2005772
Z3S1VQ	CHEMBL2004004
2OV3S3V3S3VO2	CHEMBL2001199
Q2VO9U8U7OV2Q	CHEMBL1983844
1SS1S1	CHEMBL1988732
QV2G	CHEMBL1990700
QV5Q	CHEMBL2006530
Z4MO3Z &EH	CHEMBL1988870
1V1VO1V1	CHEMBL1987193
1OV1VO1	CHEMBL1986332
Q2M1Q	CHEMBL2000638
ZV1V1	CHEMBL1984636
E1O2OV1	CHEMBL1986586
10OVM3	CHEMBL2000872
QV1U2U2U2U2	CHEMBL2006892
4MSSM4	CHEMBL2030137
3MSSM3	CHEMBL2030135
Z3OV15	CHEMBL2035893
3SSSS3	CHEMBL2030130
3OSSO3	CHEMBL2030125
Z3OV11	CHEMBL2035891
Z3OV13	CHEMBL2035892
Z1VO13	CHEMBL2035895
Z1VO15	CHEMBL2035897
Z1VO16	CHEMBL2035898
Z2VO12	CHEMBL2035899
Z2O14	CHEMBL2036093
Z1VO12	CHEMBL2035894
Z2O16	CHEMBL2036096
4OSSO4	CHEMBL2030127
Z2O12	CHEMBL2036092
Z2VO13	CHEMBL2036094
Z2VO14	CHEMBL2036095
Z2OV13	CHEMBL2035888
ZVZ	CHEMBL2096635
G1U1	CHEMBL2311071
3U3U3U3U3U4VO2	CHEMBL2095209
ZVZ	CHEMBL2096648
Z3OV9	CHEMBL2035890
Z3O14	CHEMBL2036097
Z3O16	CHEMBL2036098
Z15	CHEMBL2036099
Z2OV9	CHEMBL2035886
Z1VO14	CHEMBL2035896
2OV1U1VO2	CHEMBL2037000
Z2OV11	CHEMBL2035887
15VMSWO1	CHEMBL2087196
QV1MV1M1	CHEMBL2075020
1SWO1OSW1	CHEMBL1996382
